年度,リーグ,ステージ,順位,選手名,チーム名,試合数,ポイント,平均スコア,平均順位,最高得点,最高得点順位,最低得点,トップ数,2着数,3着数,4着数,トップ率,トップ率順位,ラス回避率,ラス回避率順位,最多勝利順位,ポイント賞順位,ラス回避率賞順位,最多勝利賞順位,最高得点賞順位,トップ率賞順位
2023,単一リーグ,レギュラー,79,小麦さん,さわやかMJ野郎の会,9,-225.4,-25,3.11,"39,000点",70,"-14,700点",1,1,3,4,11.1%,68,55.6%,71,68,62,60,56,62,56
2023,単一リーグ,レギュラー,80,ダイゴ,最強位ズ,10,-233,-23.3,3.10,"43,400点",53,"-3,500点",1,1,4,4,10.0%,73,60.0%,63,73,63,53,61,49,61
2023,単一リーグ,レギュラー,81,ばね。,関西麻雀保安協会,7,-234.7,-33.5,3.43,"31,000点",80,"-13,600点",1,0,1,5,14.3%,64,28.6%,84,64,64,67,52,66,52
2023,単一リーグ,レギュラー,82,ブ茶ラティ,最強位ズ,10,-253.8,-25.4,3.10,"48,600点",35,"-1,500点",1,1,4,4,10.0%,74,60.0%,64,74,65,54,62,35,62
2023,単一リーグ,レギュラー,83,店長倍損の上司,星の砂 Stardust Collectors,9,-254.7,-28.3,3.11,"34,500点",77,"-6,800点",1,2,1,5,11.1%,69,44.4%,78,69,66,63,57,64,57
2023,単一リーグ,レギュラー,84,はなびん,さわやかMJ野郎の会,7,-254.8,-36.4,3.29,"30,700点",81,"-19,000点",0,2,1,4,0.0%,79,42.9%,81,83,67,66,65,67,67
2023,単一リーグ,レギュラー,85,零王,TEAMS Rabbit_Yohan,6,-266.4,-44.4,3.67,"28,500点",84,"-3,800点",0,1,0,5,0.0%,81,16.7%,85,81,,,,,
2024,単一リーグ,セミファイナル,1,大明槓嶺上開花,クレイジーダイヤモンド,4,165.1,41.3,1.50,"77,000点",1,"27,100点",2,2,0,0,50.0%,5,100.0%,1,3,,,,,
2024,単一リーグ,セミファイナル,2,PPPするぞ★,星の砂_StardustCollectors,2,127.8,63.9,1.00,"66,500点",4,"61,300点",2,0,0,0,100.0%,1,100.0%,9,1,,,,,
2024,単一リーグ,セミファイナル,3,おむ,SSブルーバーズ,2,112.8,56.4,1.00,"59,800点",8,"53,000点",2,0,0,0,100.0%,2,100.0%,10,2,,,,,
2024,単一リーグ,セミファイナル,4,店長倍損の上司,星の砂_StardustCollectors,2,82.8,41.4,1.50,"58,700点",10,"44,100点",1,1,0,0,50.0%,6,100.0%,11,6,,,,,
2024,単一リーグ,セミファイナル,5,鈴木正道,SSブルーバーズ,3,75.6,25.2,1.67,"61,000点",7,"26,100点",1,2,0,0,33.3%,9,100.0%,2,9,,,,,
2024,単一リーグ,セミファイナル,6,☆けーすけ☆,星の砂_StardustCollectors,3,73.2,24.4,1.67,"59,100点",9,"26,000点",1,2,0,0,33.3%,10,100.0%,3,10,,,,,
2024,単一リーグ,セミファイナル,7,ゆき,うるてぃまうぇぽん,3,69.2,23.1,2.00,"74,300点",2,"23,900点",1,1,1,0,33.3%,11,100.0%,4,11,,,,,
2024,単一リーグ,セミファイナル,8,はなびん,さわやかMJ野郎の会,1,61.1,61.1,1.00,"61,100点",6,"61,100点",1,0,0,0,100.0%,3,100.0%,15,4,,,,,
2024,単一リーグ,セミファイナル,9,つよ,さわやかMJ野郎の会,1,52,52,1.00,"52,000点",14,"52,000点",1,0,0,0,100.0%,4,100.0%,16,5,,,,,
2024,単一リーグ,セミファイナル,10,石田亮太,SSブルーバーズ,2,37.4,18.7,2.00,"56,900点",12,"20,500点",1,0,1,0,50.0%,7,100.0%,12,7,,,,,
2024,単一リーグ,セミファイナル,11,サヴェ松田,SSブルーバーズ,3,34.6,11.5,2.00,"38,100点",19,"26,300点",1,1,1,0,33.3%,12,100.0%,5,12,,,,,
2024,単一リーグ,セミファイナル,12,全速ゆーへい,星の砂_StardustCollectors,3,27.4,9.1,2.33,"57,100点",11,"19,500点",1,0,2,0,33.3%,13,100.0%,6,13,,,,,
2024,単一リーグ,セミファイナル,13,エデン,SSブルーバーズ,1,24,24,2.00,"44,000点",17,"44,000点",0,1,0,0,0.0%,30,100.0%,17,19,,,,,
2024,単一リーグ,セミファイナル,14,≠暴れ妖狐≠,うるてぃまうぇぽん,3,23.6,7.9,2.00,"38,100点",19,"18,200点",1,1,1,0,33.3%,14,100.0%,7,14,,,,,
2024,単一リーグ,セミファイナル,15,K☆O☆U,星の砂_StardustCollectors,3,17.9,6,2.33,"67,600点",3,"13,500点",1,0,2,0,33.3%,15,100.0%,8,15,,,,,
2024,単一リーグ,セミファイナル,16,Blue-K18,さわやかMJ野郎の会,1,0.9,0.9,2.00,"20,900点",29,"20,900点",0,1,0,0,0.0%,31,100.0%,18,20,,,,,
2024,単一リーグ,セミファイナル,17,黙示録@SMY会,さわやかMJ野郎の会,4,-5.6,-1.4,2.50,"65,000点",5,"2,600点",1,1,1,1,25.0%,17,75.0%,22,17,,,,,
2024,単一リーグ,セミファイナル,18,優斗@SMY会,さわやかMJ野郎の会,2,-6.7,-3.4,2.50,"31,100点",22,"22,200点",0,1,1,0,0.0%,22,100.0%,13,25,,,,,
2024,単一リーグ,セミファイナル,19,強欲な壺,うるてぃまうぇぽん,2,-10.2,-5.1,2.50,"39,000点",18,"10,800点",0,1,1,0,0.0%,23,100.0%,14,26,,,,,
2024,単一リーグ,セミファイナル,20,ゆめみや,クレイジーダイヤモンド,5,-13.7,-2.7,2.60,"53,700点",13,"10,300点",1,2,0,2,20.0%,18,60.0%,23,18,,,,,
2024,単一リーグ,セミファイナル,21,アスラン,クレイジーダイヤモンド,1,-25,-25,3.00,"15,000点",32,"15,000点",0,0,1,0,0.0%,32,100.0%,19,21,,,,,
2024,単一リーグ,セミファイナル,22,桃瀬古都,SSブルーバーズ,1,-26.5,-26.5,3.00,"13,500点",33,"13,500点",0,0,1,0,0.0%,33,100.0%,20,22,,,,,
2024,単一リーグ,セミファイナル,23,鞘,星の砂_StardustCollectors,1,-28.2,-28.2,3.00,"11,800点",34,"11,800点",0,0,1,0,0.0%,34,100.0%,21,23,,,,,
2024,単一リーグ,セミファイナル,24,黒太郎@SMY会,さわやかMJ野郎の会,2,-39.7,-19.9,3.00,"29,300点",23,"11,000点",0,1,0,1,0.0%,24,50.0%,24,27,,,,,
2024,単一リーグ,セミファイナル,25,Hara,SSブルーバーズ,2,-40.6,-20.3,2.50,"48,300点",16,"-28,900点",1,0,0,1,50.0%,8,50.0%,25,8,,,,,
2024,単一リーグ,セミファイナル,26,セリス,うるてぃまうぇぽん,3,-54,-18,3.00,"50,700点",15,"-2,900点",1,0,0,2,33.3%,16,33.3%,31,16,,,,,
2024,単一リーグ,セミファイナル,27,おもも,クレイジーダイヤモンド,1,-54.8,-54.8,4.00,"5,200点",35,"5,200点",0,0,0,1,0.0%,35,0.0%,35,24,,,,,
2024,単一リーグ,セミファイナル,28,うるる,うるてぃまうぇぽん,2,-59.3,-29.7,3.50,"21,400点",28,"19,300点",0,0,1,1,0.0%,25,50.0%,26,28,,,,,
2024,単一リーグ,セミファイナル,28,海賊王,さわやかMJ野郎の会,2,-59.3,-29.7,3.00,"23,100点",26,"-2,400点",0,1,0,1,0.0%,25,50.0%,26,28,,,,,
2024,単一リーグ,セミファイナル,30,太郎,クレイジーダイヤモンド,2,-60.7,-30.4,3.50,"24,300点",24,"15,000点",0,0,1,1,0.0%,27,50.0%,28,30,,,,,
2024,単一リーグ,セミファイナル,31,ハナノア,SSブルーバーズ,2,-74.8,-37.4,3.50,"24,200点",25,"1,000点",0,0,1,1,0.0%,28,50.0%,29,31,,,,,
2024,単一リーグ,セミファイナル,31,川端由紀　＠最,星の砂_StardustCollectors,2,-74.8,-37.4,3.50,"22,100点",27,"3,100点",0,0,1,1,0.0%,28,50.0%,29,31,,,,,
2024,単一リーグ,セミファイナル,33,ソニア@SMY会,さわやかMJ野郎の会,3,-104.1,-34.7,3.67,"37,900点",21,"5,300点",0,0,1,2,0.0%,19,33.3%,32,33,,,,,
2024,単一リーグ,セミファイナル,34,いか,うるてぃまうぇぽん,3,-117,-39,3.67,"19,200点",31,"8,100点",0,0,1,2,0.0%,20,33.3%,33,34,,,,,
2024,単一リーグ,セミファイナル,35,クピドの悪戯,クレイジーダイヤモンド,3,-130.4,-43.5,4.00,"19,900点",30,"11,100点",0,0,0,3,0.0%,21,0.0%,34,35,,,,,
2024,単一リーグ,ファイナル,1,おもも,クレイジーダイヤモンド,2,133.8,66.9,1.00,"74,300点",2,"59,500点",2,0,0,0,100.0%,1,100.0%,3,1,,,,,
2024,単一リーグ,ファイナル,2,PPPするぞ★,星の砂_StardustCollectors,2,117.8,58.9,1.00,"62,400点",9,"55,400点",2,0,0,0,100.0%,2,100.0%,4,2,,,,,
2024,単一リーグ,ファイナル,3,久田賢太,星の砂_StardustCollectors,2,89.6,44.8,1.50,"91,100点",1,"18,500点",1,1,0,0,50.0%,4,100.0%,5,4,,,,,
2024,単一リーグ,ファイナル,4,深淵の独裁者,うるてぃまうぇぽん,2,77.9,39,1.50,"64,300点",8,"33,600点",1,1,0,0,50.0%,5,100.0%,6,5,,,,,
2024,単一リーグ,ファイナル,5,ハナノア,SSブルーバーズ,1,66.8,66.8,1.00,"66,800点",7,"66,800点",1,0,0,0,100.0%,3,100.0%,11,3,,,,,
2024,単一リーグ,ファイナル,6,石田亮太,SSブルーバーズ,3,41.9,14,2.33,"71,800点",4,"24,900点",1,0,2,0,33.3%,8,100.0%,2,8,,,,,
2024,単一リーグ,ファイナル,7,エデン,SSブルーバーズ,2,35.4,17.7,2.00,"68,700点",6,"6,700点",1,0,1,0,50.0%,6,100.0%,7,6,,,,,
2024,単一リーグ,ファイナル,8,アスラン,クレイジーダイヤモンド,4,24.9,6.2,2.25,"69,400点",5,"10,100点",1,1,2,0,25.0%,10,100.0%,1,10,,,,,
2024,単一リーグ,ファイナル,9,サヴェ松田,SSブルーバーズ,2,11.2,5.6,2.00,"28,000点",14,"23,200点",0,2,0,0,0.0%,11,100.0%,8,24,,,,,
2024,単一リーグ,ファイナル,10,うるる,うるてぃまうぇぽん,1,10.3,10.3,2.00,"30,300点",12,"30,300点",0,1,0,0,0.0%,17,100.0%,12,11,,,,,
2024,単一リーグ,ファイナル,11,全速ゆーへい,星の砂_StardustCollectors,2,9.7,4.9,2.50,"54,500点",10,"15,200点",1,0,0,1,50.0%,7,50.0%,19,7,,,,,
2024,単一リーグ,ファイナル,12,太郎,クレイジーダイヤモンド,1,5.4,5.4,2.00,"25,400点",17,"25,400点",0,1,0,0,0.0%,18,100.0%,13,12,,,,,
2024,単一リーグ,ファイナル,13,クピドの悪戯,クレイジーダイヤモンド,1,-3.3,-3.3,2.00,"16,700点",21,"16,700点",0,1,0,0,0.0%,19,100.0%,14,13,,,,,
2024,単一リーグ,ファイナル,14,川端由紀　＠最,星の砂_StardustCollectors,1,-15,-15,3.00,"25,000点",18,"25,000点",0,0,1,0,0.0%,20,100.0%,15,14,,,,,
2024,単一リーグ,ファイナル,15,セリス,うるてぃまうぇぽん,1,-17.9,-17.9,3.00,"22,100点",20,"22,100点",0,0,1,0,0.0%,21,100.0%,16,15,,,,,
2024,単一リーグ,ファイナル,16,ゆめみや,クレイジーダイヤモンド,2,-18.6,-9.3,2.50,"25,700点",16,"15,700点",0,1,1,0,0.0%,12,100.0%,9,25,,,,,
2024,単一リーグ,ファイナル,17,≠暴れ妖狐≠,うるてぃまうぇぽん,3,-21.5,-7.2,3.00,"72,800点",3,"11,800点",1,0,0,2,33.3%,9,33.3%,23,9,,,,,
2024,単一リーグ,ファイナル,18,K☆O☆U,星の砂_StardustCollectors,1,-23.7,-23.7,3.00,"16,300点",22,"16,300点",0,0,1,0,0.0%,22,100.0%,17,16,,,,,
2024,単一リーグ,ファイナル,19,Hara,SSブルーバーズ,1,-24.6,-24.6,3.00,"15,400点",23,"15,400点",0,0,1,0,0.0%,23,100.0%,18,17,,,,,
2024,単一リーグ,ファイナル,20,大明槓嶺上開花,クレイジーダイヤモンド,2,-32.5,-16.3,3.00,"27,900点",15,"19,600点",0,0,2,0,0.0%,13,100.0%,10,26,,,,,
2024,単一リーグ,ファイナル,21,鈴木正道,SSブルーバーズ,2,-43.5,-21.8,3.00,"30,100点",13,"6,400点",0,1,0,1,0.0%,14,50.0%,20,27,,,,,
2024,単一リーグ,ファイナル,22,ゆうたん,うるてぃまうぇぽん,1,-44.8,-44.8,4.00,"15,200点",24,"15,200点",0,0,0,1,0.0%,24,0.0%,24,18,,,,,
2024,単一リーグ,ファイナル,23,いか,うるてぃまうぇぽん,1,-48.5,-48.5,4.00,"11,500点",25,"11,500点",0,0,0,1,0.0%,25,0.0%,25,19,,,,,
2024,単一リーグ,ファイナル,24,鞘,星の砂_StardustCollectors,1,-49.3,-49.3,4.00,"10,700点",26,"10,700点",0,0,0,1,0.0%,26,0.0%,26,20,,,,,
2024,単一リーグ,ファイナル,25,ゆき,うるてぃまうぇぽん,2,-51.4,-25.7,3.00,"23,100点",19,"5,500点",0,1,0,1,0.0%,15,50.0%,21,28,,,,,
2024,単一リーグ,ファイナル,26,おむ,SSブルーバーズ,1,-55,-55,4.00,"5,000点",27,"5,000点",0,0,0,1,0.0%,27,0.0%,27,21,,,,,
2024,単一リーグ,ファイナル,27,強欲な壺,うるてぃまうぇぽん,1,-55.8,-55.8,4.00,"4,200点",28,"4,200点",0,0,0,1,0.0%,28,0.0%,28,22,,,,,
2024,単一リーグ,ファイナル,28,店長倍損の上司,星の砂_StardustCollectors,2,-59.3,-29.7,3.00,"30,700点",11,"-10,000点",0,1,0,1,0.0%,16,50.0%,22,29,,,,,
2024,単一リーグ,ファイナル,29,☆けーすけ☆,星の砂_StardustCollectors,1,-60,-60,4.00,0点,29,0点,0,0,0,1,0.0%,29,0.0%,29,23,,,,,
2024,単一リーグ,レギュラー,1,クピドの悪戯,クレイジーダイヤモンド,14,374.8,26.8,1.86,"99,000点",2,"-12,000点",6,5,2,1,42.9%,8,92.9%,12,2,1,8,2,2,6
2024,単一リーグ,レギュラー,2,溝渕智也,Team MJ lovers,12,329.5,27.5,1.83,"73,800点",25,"13,800点",6,2,4,0,50.0%,3,100.0%,1,1,2,1,1,24,3
2024,単一リーグ,レギュラー,3,K☆O☆U,星の砂_StardustCollectors,11,275.4,25,1.82,"80,800点",17,"18,800点",5,3,3,0,45.5%,6,100.0%,2,5,3,2,5,17,4
2024,単一リーグ,レギュラー,4,久田賢太,星の砂_StardustCollectors,8,251.5,31.4,1.88,"90,500点",6,"10,600点",5,1,0,2,62.5%,1,75.0%,40,4,4,34,4,6,1
2024,単一リーグ,レギュラー,5,大明槓嶺上開花,クレイジーダイヤモンド,7,239.6,34.2,1.86,"81,200点",15,"-2,400点",4,1,1,1,57.1%,2,85.7%,21,8,5,17,8,15,2
2024,単一リーグ,レギュラー,6,太郎,クレイジーダイヤモンド,17,225.9,13.3,2.12,"98,500点",3,"5,800点",6,4,6,1,35.3%,22,94.1%,11,3,6,7,3,3,18
2024,単一リーグ,レギュラー,7,キラ、,MJ東京,9,197.8,22,2.00,"86,900点",11,"13,200点",4,2,2,1,44.4%,7,88.9%,17,9,7,13,9,11,5
2024,単一リーグ,レギュラー,8,強欲な壺,うるてぃまうぇぽん,10,184.5,18.5,2.30,"117,700点",1,"9,400点",3,2,4,1,30.0%,28,90.0%,15,23,8,11,22,1,22
2024,単一リーグ,レギュラー,9,ysk,Team MJ lovers,11,157.6,14.3,1.91,"79,900点",18,"7,000点",3,6,2,0,27.3%,36,100.0%,3,28,9,3,27,18,30
2024,単一リーグ,レギュラー,10,川端由紀　＠最,星の砂_StardustCollectors,7,152,21.7,2.14,"79,400点",19,"15,000点",3,1,2,1,42.9%,9,85.7%,22,13,10,18,12,19,7
2024,単一リーグ,レギュラー,11,とむとむ,武装,9,149.7,16.6,2.00,"59,700点",62,"17,400点",3,3,3,0,33.3%,24,100.0%,4,21,11,4,20,54,20
2024,単一リーグ,レギュラー,12,深淵の独裁者,うるてぃまうぇぽん,7,147.7,21.1,2.00,"72,900点",26,"11,700点",3,2,1,1,42.9%,10,85.7%,23,14,12,19,13,25,8
2024,単一リーグ,レギュラー,13,いか,うるてぃまうぇぽん,10,143.6,14.4,2.10,"79,100点",20,"8,000点",3,4,2,1,30.0%,29,90.0%,16,24,13,12,23,20,23
2024,単一リーグ,レギュラー,14,狐-style,TEAM THE ChampLoo,8,138.4,17.3,2.00,"64,000点",51,"20,300点",2,4,2,0,25.0%,40,100.0%,6,40,14,6,35,44,34
2024,単一リーグ,レギュラー,15,ゆっしー@,Team MJ lovers,5,136.9,27.4,1.80,"70,000点",32,"20,700点",2,2,1,0,40.0%,14,100.0%,7,33,,,,,
2024,単一リーグ,レギュラー,16,黒太郎@SMY会,さわやかMJ野郎の会,11,128.2,11.7,2.09,"75,300点",23,"8,600点",2,7,1,1,18.2%,56,90.9%,14,53,15,10,48,23,48
2024,単一リーグ,レギュラー,17,w−baby,教室生☆KSC,13,118.3,9.1,2.15,"66,900点",39,"-12,500点",5,4,1,3,38.5%,16,76.9%,37,7,16,31,7,34,12
2024,単一リーグ,レギュラー,18,店長倍損の上司,星の砂_StardustCollectors,8,106.6,13.3,2.25,"87,100点",10,"-2,000点",3,2,1,2,37.5%,17,75.0%,41,16,17,35,15,10,13
2024,単一リーグ,レギュラー,19,おむ,SSブルーバーズ,12,106.2,8.9,2.17,"70,600点",30,"5,900点",2,7,2,1,16.7%,57,91.7%,13,54,18,9,49,28,49
2024,単一リーグ,レギュラー,20,Hara,SSブルーバーズ,12,105.3,8.8,2.42,"78,000点",21,"10,100点",5,1,2,4,41.7%,12,66.7%,56,6,19,49,6,21,10
2024,単一リーグ,レギュラー,21,うるる,うるてぃまうぇぽん,8,100.5,12.6,2.25,"66,000点",45,"3,300点",3,2,1,2,37.5%,18,75.0%,42,17,20,36,16,39,14
2024,単一リーグ,レギュラー,22,nagi,教室生☆KSC,12,85.2,7.1,2.25,"64,600点",47,"-4,100点",4,4,1,3,33.3%,23,75.0%,38,11,21,32,11,41,19
2024,単一リーグ,レギュラー,23,セリス,うるてぃまうぇぽん,9,80.6,9,2.22,"63,800点",52,"1,200点",3,2,3,1,33.3%,25,88.9%,18,22,22,14,21,45,21
2024,単一リーグ,レギュラー,24,サヴェ松田,SSブルーバーズ,10,80.5,8.1,2.20,"85,900点",12,-500点,2,6,0,2,20.0%,48,80.0%,31,47,23,25,42,12,42
2024,単一リーグ,レギュラー,25,GOGOぺかっ,クレイジーダイヤモンド,7,79.7,11.4,2.29,"95,600点",4,"1,700点",3,0,3,1,42.9%,11,85.7%,24,15,24,20,14,4,9
2024,単一リーグ,レギュラー,26,はなびん,さわやかMJ野郎の会,8,68.4,8.6,2.25,"77,500点",22,"-15,000点",3,2,1,2,37.5%,19,75.0%,43,18,25,37,17,22,15
2024,単一リーグ,レギュラー,27,Blue-K18,さわやかMJ野郎の会,12,68.3,5.7,2.25,"61,600点",59,"3,200点",3,5,2,2,25.0%,37,83.3%,28,29,26,24,28,52,31
2024,単一リーグ,レギュラー,28,エデン,SSブルーバーズ,5,67.2,13.4,2.00,"59,000点",64,"13,100点",2,1,2,0,40.0%,15,100.0%,8,34,,,,,
2024,単一リーグ,レギュラー,29,まんまる,TEAM THE ChampLoo,7,57.4,8.2,2.14,"60,700点",61,"1,900点",2,3,1,1,28.6%,33,85.7%,25,37,27,21,32,53,27
2024,単一リーグ,レギュラー,30,チン☆パラ,MJ東京,10,56.8,5.7,2.50,"89,400点",7,-100点,3,2,2,3,30.0%,30,70.0%,52,25,28,45,24,7,24
2024,単一リーグ,レギュラー,31,ゆき,うるてぃまうぇぽん,10,56.7,5.7,2.50,"82,600点",14,"7,700点",3,1,4,2,30.0%,31,80.0%,32,26,29,26,25,14,25
2024,単一リーグ,レギュラー,32,優斗@SMY会,さわやかMJ野郎の会,6,54.6,9.1,2.17,"54,900点",69,"10,400点",2,2,1,1,33.3%,26,83.3%,29,35,,,,,
2024,単一リーグ,レギュラー,33,石田亮太,SSブルーバーズ,8,53.3,6.7,2.25,"66,400点",41,"9,300点",2,3,2,1,25.0%,41,87.5%,20,41,30,16,36,36,35
2024,単一リーグ,レギュラー,34,黙示録@SMY会,さわやかMJ野郎の会,10,43.4,4.3,2.40,"62,700点",55,"-1,200点",4,1,2,3,40.0%,13,70.0%,53,10,31,46,10,48,11
2024,単一リーグ,レギュラー,35,やまだたろう,TEAM THE ChampLoo,8,41.9,5.2,2.50,"87,200点",9,-200点,3,0,3,2,37.5%,20,75.0%,44,19,32,38,18,9,16
2024,単一リーグ,レギュラー,36,桃瀬古都,SSブルーバーズ,4,33.7,8.4,2.00,"33,800点",75,"23,500点",0,4,0,0,0.0%,80,100.0%,9,78,,,,,
2024,単一リーグ,レギュラー,37,凛々蝶,MJ東京,8,30.4,3.8,2.38,"63,600点",53,"-4,100点",2,3,1,2,25.0%,42,75.0%,45,42,33,39,37,46,36
2024,単一リーグ,レギュラー,38,たくぞぅ,TEAM THE ChampLoo,7,24.5,3.5,2.57,"89,000点",8,400点,2,1,2,2,28.6%,34,71.4%,48,38,34,41,33,8,28
2024,単一リーグ,レギュラー,39,ベアトリクス,教室生☆KSC,13,20,1.5,2.54,"83,100点",13,"-1,700点",3,2,6,2,23.1%,45,84.6%,27,32,35,23,31,13,39
