年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2026,Bリーグ,レギュラー, 318 ,2026/07/09,21:40:32,チートイズ,しげぞー,69.4,1着,第一試合,49400,P0114
2026,Bリーグ,レギュラー, 318 ,2026/07/09,21:40:32,Vertice,フィーレン,12.8,2着,,32800,P0164
2026,Bリーグ,レギュラー, 318 ,2026/07/09,21:40:32,楽しめばイイ雀,くすだま,-19.8,3着,,20200,P0098
2026,Bリーグ,レギュラー, 318 ,2026/07/09,21:40:32,TEAM AJITO,ｋｅｎ@あじと,-62.4,4着,,-2400,P0036
2026,Bリーグ,レギュラー, 319 ,2026/07/09,22:21:31,Team MJ lovers,喜多剛士@μ,63.9,1着,第一試合,43900,P0241
2026,Bリーグ,レギュラー, 319 ,2026/07/09,22:21:31,La vie en Rose,ふとふと,10.1,2着,,30100,P0167
2026,Bリーグ,レギュラー, 319 ,2026/07/09,22:21:31,おたまーず,羽田暁音,-22.5,3着,,17500,P0232
2026,Bリーグ,レギュラー, 319 ,2026/07/09,22:21:31,IRU,猪突猛進男,-51.5,4着,,8500,P0299
2026,Bリーグ,レギュラー, 320 ,2026/07/09,22:24:38,さわやかMJ野郎の会,★月刃★,58.7,1着,第二試合,38700,P0006
2026,Bリーグ,レギュラー, 320 ,2026/07/09,22:24:38,Brave Revengers,ペン,17.3,2着,,37300,P0175
2026,Bリーグ,レギュラー, 320 ,2026/07/09,22:24:38,教室生☆KSC,☆魔雀T塾生☆,-17.4,3着,,22600,P0010
2026,Bリーグ,レギュラー, 320 ,2026/07/09,22:24:38,他力本願寺,たくおっち,-58.6,4着,,1400,P0132
2026,Aリーグ,レギュラー, 321 ,2026/07/09,22:27:14,最強位ズ,ブ茶ラティ,59.5,1着,第二試合,39500,P0171
2026,Aリーグ,レギュラー, 321 ,2026/07/09,22:27:14,レッドリボン軍,くまさぶろー,18.0,2着,,38000,P0100
2026,Aリーグ,レギュラー, 321 ,2026/07/09,22:27:14,MJAC愛好会,打撃系ヤルカツ,-24.6,3着,,15400,P0295
2026,Aリーグ,レギュラー, 321 ,2026/07/09,22:27:14,武装,乙子,-52.9,4着,,7100,P0236
2026,Aリーグ,レギュラー, 322 ,2026/07/09,22:31:00,MJ東京,チン☆パラ,57.9,1着,第二試合,37900,P0136
2026,Aリーグ,レギュラー, 322 ,2026/07/09,22:31:00,たちこまーず,シクラメン富男,9.9,2着,,29900,P0113
2026,Aリーグ,レギュラー, 322 ,2026/07/09,22:31:00,ＺＯＯ,0rb 01,-17.7,3着,,22300,P0012
2026,Aリーグ,レギュラー, 322 ,2026/07/09,22:31:00,SSブルーバーズ,石田亮太,-50.1,4着,,9900,P0014
2026,Bリーグ,レギュラー, 323 ,2026/07/09,22:37:41,チートイズ,014のりたま,67.5,1着,第二試合,47500,P0011
2026,Bリーグ,レギュラー, 323 ,2026/07/09,22:37:41,TEAM AJITO,ｋｅｎ@あじと,12.4,2着,,32400,P0036
2026,Bリーグ,レギュラー, 323 ,2026/07/09,22:37:41,Vertice,moka,-10.6,3着,,29400,P0042
2026,Bリーグ,レギュラー, 323 ,2026/07/09,22:37:41,楽しめばイイ雀,わたちゃん,-69.3,4着,,-9300,P0226
2026,Aリーグ,レギュラー, 324 ,2026/07/09,22:43:09,SILVER WOLVES,橋本るり子,56.8,1着,第二試合,36800,P0249
2026,Aリーグ,レギュラー, 324 ,2026/07/09,22:43:09,HIVE,せいたろう,12.1,2着,,32100,P0122
2026,Aリーグ,レギュラー, 324 ,2026/07/09,22:43:09,enjoyすればイイ雀！,ブロッケンG,-8.7,3着,,31300,P0170
2026,Aリーグ,レギュラー, 324 ,2026/07/09,22:43:09,電光石火,k-k,-60.2,4着,,-200,P0034
2026,Bリーグ,レギュラー, 325 ,2026/07/10,21:29:36,チートイズ,あすてる,65.9,1着,第一試合,45900,P0067
2026,Bリーグ,レギュラー, 325 ,2026/07/10,21:29:36,さわやかMJ野郎の会,海賊王,11.9,2着,,31900,P0238
2026,Bリーグ,レギュラー, 325 ,2026/07/10,21:29:36,IRU,？？？？？,-19.0,3着,,21000,P0001
2026,Bリーグ,レギュラー, 325 ,2026/07/10,21:29:36,Brave Revengers,サブ垢先輩,-58.8,4着,,1200,P0109
2026,Aリーグ,レギュラー, 326 ,2026/07/10,21:35:20,武装,年賀状,55.3,1着,第一試合,35300,P0307
2026,Aリーグ,レギュラー, 326 ,2026/07/10,21:35:20,SILVER WOLVES,石川安牌,9.8,2着,,29800,P0284
2026,Aリーグ,レギュラー, 326 ,2026/07/10,21:35:20,HIVE,郷 ひろし,-12.3,3着,,27700,P0250
2026,Aリーグ,レギュラー, 326 ,2026/07/10,21:35:20,SSブルーバーズ,どうみき,-52.8,4着,,7200,P0141
2026,Aリーグ,レギュラー, 327 ,2026/07/10,21:38:55,MJAC愛好会,ロッキンポ,65.9,1着,第一試合,45900,P0223
2026,Aリーグ,レギュラー, 327 ,2026/07/10,21:38:55,MJ東京,キラ、,7.7,2着,,27700,P0096
2026,Aリーグ,レギュラー, 327 ,2026/07/10,21:38:55,電光石火,魔王,-13.6,3着,,26400,P0312
2026,Aリーグ,レギュラー, 327 ,2026/07/10,21:38:55,たちこまーず,おしゃる,-60.0,4着,,0,P0082
2026,Bリーグ,レギュラー, 328 ,2026/07/10,21:41:38,他力本願寺,まんまるきや,53.6,1着,第一試合,33600,P0191
2026,Bリーグ,レギュラー, 328 ,2026/07/10,21:41:38,Team MJ lovers,ゆっしー@,13.0,2着,,33000,P0207
2026,Bリーグ,レギュラー, 328 ,2026/07/10,21:41:38,Vertice,ゆうー,-15.9,3着,,24100,P0203
2026,Bリーグ,レギュラー, 328 ,2026/07/10,21:41:38,TEAM AJITO,KGRS,-50.7,4着,,9300,P0037
2026,Aリーグ,レギュラー, 329 ,2026/07/10,21:41:51,レッドリボン軍,小倉唯,79.5,1着,第一試合,59500,P0273
2026,Aリーグ,レギュラー, 329 ,2026/07/10,21:41:51,最強位ズ,リョータ,10.6,2着,,30600,P0217
2026,Aリーグ,レギュラー, 329 ,2026/07/10,21:41:51,enjoyすればイイ雀！,みや,-17.9,3着,,22100,P0195
2026,Aリーグ,レギュラー, 329 ,2026/07/10,21:41:51,ＺＯＯ,0rb 01,-72.2,4着,,-12200,P0012
2026,Bリーグ,レギュラー, 330 ,2026/07/10,21:46:04,La vie en Rose,まんまる,69.0,1着,第一試合,49000,P0190
2026,Bリーグ,レギュラー, 330 ,2026/07/10,21:46:04,教室生☆KSC,☆魔雀T塾生☆,14.3,2着,,34300,P0010
2026,Bリーグ,レギュラー, 330 ,2026/07/10,21:46:04,おたまーず,くれば,-21.5,3着,,18500,P0101
2026,Bリーグ,レギュラー, 330 ,2026/07/10,21:46:04,楽しめばイイ雀,nana.jo,-61.8,4着,,-1800,P0045
2026,Bリーグ,レギュラー, 331 ,2026/07/10,22:22:20,La vie en Rose,ジョーカー,55.4,1着,第二試合,35400,P0118
2026,Bリーグ,レギュラー, 331 ,2026/07/10,22:22:20,おたまーず,エイデン二号機,8.1,2着,,28100,P0075
2026,Bリーグ,レギュラー, 331 ,2026/07/10,22:22:20,楽しめばイイ雀,捜査一課長,-20.9,3着,,19100,P0292
2026,Bリーグ,レギュラー, 331 ,2026/07/10,22:22:20,教室生☆KSC,悠紀子,-42.6,4着,,17400,P0318
2026,Bリーグ,レギュラー, 332 ,2026/07/10,22:31:11,Team MJ lovers,ゆっしー@,71.5,1着,第二試合,51500,P0207
2026,Bリーグ,レギュラー, 332 ,2026/07/10,22:31:11,他力本願寺,YOU太郎,6.6,2着,,26600,P0064
2026,Bリーグ,レギュラー, 332 ,2026/07/10,22:31:11,Vertice,ゆうー,-25.8,3着,,14200,P0203
2026,Bリーグ,レギュラー, 332 ,2026/07/10,22:31:11,TEAM AJITO,明信,-52.3,4着,,7700,P0315
2026,Bリーグ,レギュラー, 333 ,2026/07/10,22:32:17,さわやかMJ野郎の会,Blue-K18,52.8,1着,第二試合,32800,P0018
2026,Bリーグ,レギュラー, 333 ,2026/07/10,22:32:17,チートイズ,しげぞー,12.0,2着,,32000,P0114
2026,Bリーグ,レギュラー, 333 ,2026/07/10,22:32:17,Brave Revengers,みり,-13.9,3着,,26100,P0196
2026,Bリーグ,レギュラー, 333 ,2026/07/10,22:32:17,IRU,奥山瞭,-50.9,4着,,9100,P0216
2026,Aリーグ,レギュラー, 334 ,2026/07/10,22:35:36,enjoyすればイイ雀！,べびたん,60.0,1着,第二試合,40000,P0173
2026,Aリーグ,レギュラー, 334 ,2026/07/10,22:35:36,最強位ズ,ダイゴ＠LA,16.9,2着,,36900,P0130
2026,Aリーグ,レギュラー, 334 ,2026/07/10,22:35:36,レッドリボン軍,ベヘリット,-9.7,3着,,30300,P0174
2026,Aリーグ,レギュラー, 334 ,2026/07/10,22:35:36,ＺＯＯ,すー,-67.2,4着,,-7200,P0121
2026,Aリーグ,レギュラー, 335 ,2026/07/10,22:40:56,たちこまーず,シクラメン富男,59.5,1着,第二試合,39500,P0113
2026,Aリーグ,レギュラー, 335 ,2026/07/10,22:40:56,電光石火,けっけ,18.4,2着,,38400,P0102
2026,Aリーグ,レギュラー, 335 ,2026/07/10,22:40:56,MJ東京,Mychemi,-24.3,3着,,15700,P0044
2026,Aリーグ,レギュラー, 335 ,2026/07/10,22:40:56,MJAC愛好会,湾奥アングラー,-53.6,4着,,6400,P0323
2026,Aリーグ,レギュラー, 336 ,2026/07/10,22:45:26,SSブルーバーズ,石田亮太,76.0,1着,第二試合,56000,P0014
2026,Aリーグ,レギュラー, 336 ,2026/07/10,22:45:26,SILVER WOLVES,上野あいみ,0.0,2着,,20000,P0279
2026,Aリーグ,レギュラー, 336 ,2026/07/10,22:45:26,武装,ゆんゆん,-22.7,3着,,17300,P0210
2026,Aリーグ,レギュラー, 336 ,2026/07/10,22:45:26,HIVE,一之瀬 優,-53.3,4着,,6700,P0230
2026,Aリーグ,レギュラー, 337 ,2026/07/13,21:25:17,HIVE,ぼうや@HIVE,57.1,1着,第一試合,37100,P0177
2026,Aリーグ,レギュラー, 337 ,2026/07/13,21:25:17,MJAC愛好会,おかぴー,5.9,2着,,25900,P0079
2026,Aリーグ,レギュラー, 337 ,2026/07/13,21:25:17,ＺＯＯ,rinruka,-18.5,3着,,21500,P0052
2026,Aリーグ,レギュラー, 337 ,2026/07/13,21:25:17,SSブルーバーズ,Hara,-44.5,4着,,15500,P0029
2026,Bリーグ,レギュラー, 338 ,2026/07/13,21:26:57,Brave Revengers,だーはら,59.6,1着,第一試合,39600,P0129
2026,Bリーグ,レギュラー, 338 ,2026/07/13,21:26:57,チートイズ,公務員麻雀M,16.5,2着,,36500,P0258
2026,Bリーグ,レギュラー, 338 ,2026/07/13,21:26:57,Team MJ lovers,溝渕智也,-25.8,3着,,14200,P0259
2026,Bリーグ,レギュラー, 338 ,2026/07/13,21:26:57,楽しめばイイ雀,七対子大好き,-50.3,4着,,9700,P0267
2026,Aリーグ,レギュラー, 339 ,2026/07/13,21:36:16,武装,とむとむ,52.6,1着,第一試合,32600,P0146
2026,Aリーグ,レギュラー, 339 ,2026/07/13,21:36:16,最強位ズ,まびたん,8.6,2着,,28600,P0187
2026,Aリーグ,レギュラー, 339 ,2026/07/13,21:36:16,たちこまーず,たちこま,-12.3,3着,,27700,P0134
2026,Aリーグ,レギュラー, 339 ,2026/07/13,21:36:16,MJ東京,キラ、,-48.9,4着,,11100,P0096
2026,Bリーグ,レギュラー, 340 ,2026/07/13,21:36:32,おたまーず,エイデン二号機,53.9,1着,第一試合,33900,P0075
2026,Bリーグ,レギュラー, 340 ,2026/07/13,21:36:32,他力本願寺,YOU太郎,8.5,2着,,28500,P0064
2026,Bリーグ,レギュラー, 340 ,2026/07/13,21:36:32,さわやかMJ野郎の会,黙示録@SMY会,-15.4,3着,,24600,P0316
2026,Bリーグ,レギュラー, 340 ,2026/07/13,21:36:32,教室生☆KSC,Redstar,-47.0,4着,,13000,P0051
2026,Aリーグ,レギュラー, 341 ,2026/07/13,21:38:27,電光石火,魔王,78.0,1着,第一試合,58000,P0312
2026,Aリーグ,レギュラー, 341 ,2026/07/13,21:38:27,SILVER WOLVES,阿賀寿直,10.4,2着,,30400,P0228
2026,Aリーグ,レギュラー, 341 ,2026/07/13,21:38:27,レッドリボン軍,かじ,-27.7,3着,,12300,P0090
2026,Aリーグ,レギュラー, 341 ,2026/07/13,21:38:27,enjoyすればイイ雀！,かに,-60.7,4着,,-700,P0091
2026,Bリーグ,レギュラー, 342 ,2026/07/13,21:50:31,Vertice,みーやん19,94.5,1着,第一試合,74500,P0192
2026,Bリーグ,レギュラー, 342 ,2026/07/13,21:50:31,IRU,aoking,-1.8,2着,,18200,P0017
2026,Bリーグ,レギュラー, 342 ,2026/07/13,21:50:31,La vie en Rose,ポルタ,-24.3,3着,,15700,P0182
2026,Bリーグ,レギュラー, 342 ,2026/07/13,21:50:31,TEAM AJITO,TOM,-68.4,4着,,-8400,P0057
2026,Bリーグ,レギュラー, 343 ,2026/07/13,22:27:33,TEAM AJITO,chemi,48.9,1着,第二試合,28900,P0022
2026,Bリーグ,レギュラー, 343 ,2026/07/13,22:27:33,La vie en Rose,匕首◆,7.1,2着,,27100,P0325
2026,Bリーグ,レギュラー, 343 ,2026/07/13,22:27:33,Vertice,moka,-14.5,3着,,25500,P0042
2026,Bリーグ,レギュラー, 343 ,2026/07/13,22:27:33,IRU,猪突猛進男,-41.5,4着,,18500,P0299
2026,Bリーグ,レギュラー, 344 ,2026/07/13,22:29:28,さわやかMJ野郎の会,★月刃★,67.4,1着,第二試合,47400,P0006
2026,Bリーグ,レギュラー, 344 ,2026/07/13,22:29:28,他力本願寺,灰鶴,1.4,2着,,21400,P0239
2026,Bリーグ,レギュラー, 344 ,2026/07/13,22:29:28,おたまーず,樹央,-22.9,3着,,17100,P0268
2026,Bリーグ,レギュラー, 344 ,2026/07/13,22:29:28,教室生☆KSC,☆魔雀T塾生☆,-45.9,4着,,14100,P0010
2026,Aリーグ,レギュラー, 345 ,2026/07/13,22:29:55,ＺＯＯ,ご飯にバター,54.9,1着,第二試合,34900,P0106
2026,Aリーグ,レギュラー, 345 ,2026/07/13,22:29:55,HIVE,せいたろう,14.3,2着,,34300,P0122
2026,Aリーグ,レギュラー, 345 ,2026/07/13,22:29:55,MJAC愛好会,打撃系ヤルカツ,-23.3,3着,,16700,P0295
2026,Aリーグ,レギュラー, 345 ,2026/07/13,22:29:55,SSブルーバーズ,鈴木正道,-45.9,4着,,14100,P0004
2026,Aリーグ,レギュラー, 346 ,2026/07/13,22:32:03,SILVER WOLVES,上野あいみ,52.6,1着,第二試合,32600,P0279
2026,Aリーグ,レギュラー, 346 ,2026/07/13,22:32:03,電光石火,ひろとだポン,12.5,2着,,32500,P0163
2026,Aリーグ,レギュラー, 346 ,2026/07/13,22:32:03,レッドリボン軍,小倉唯,-18.7,3着,,21300,P0273
2026,Aリーグ,レギュラー, 346 ,2026/07/13,22:32:03,enjoyすればイイ雀！,じゅねこ,-46.4,4着,,13600,P0116
2026,Bリーグ,レギュラー, 347 ,2026/07/13,22:37:20,チートイズ,おさやスイープ,65.6,1着,第二試合,45600,P0081
2026,Bリーグ,レギュラー, 347 ,2026/07/13,22:37:20,Team MJ lovers,ysk,11.8,2着,,31800,P0065
2026,Bリーグ,レギュラー, 347 ,2026/07/13,22:37:20,楽しめばイイ雀,ゆうやなのだ,-28.4,3着,,11600,P0205
2026,Bリーグ,レギュラー, 347 ,2026/07/13,22:37:20,Brave Revengers,仇森龍,-49.0,4着,,11000,P0245
2026,Aリーグ,レギュラー, 348 ,2026/07/13,22:52:54,MJ東京,Mychemi,84.3,1着,第二試合,64300,P0044
2026,Aリーグ,レギュラー, 348 ,2026/07/13,22:52:54,武装,しんじゃうツモ,-3.8,2着,,16200,P0119
2026,Aリーグ,レギュラー, 348 ,2026/07/13,22:52:54,最強位ズ,ねこます,-26.5,3着,,13500,P0155
2026,Aリーグ,レギュラー, 348 ,2026/07/13,22:52:54,たちこまーず,はち,-54.0,4着,,6000,P0157
2026,Bリーグ,レギュラー, 349 ,2026/07/14,21:28:17,教室生☆KSC,Redstar,80.6,1着,第一試合,60600,P0051
2026,Bリーグ,レギュラー, 349 ,2026/07/14,21:28:17,Team MJ lovers,溝渕智也,0.2,2着,,20200,P0259
2026,Bリーグ,レギュラー, 349 ,2026/07/14,21:28:17,TEAM AJITO,神田大行,-29.6,3着,,10400,P0282
2026,Bリーグ,レギュラー, 349 ,2026/07/14,21:28:17,おたまーず,くれば,-51.2,4着,,8800,P0101
2026,Aリーグ,レギュラー, 350 ,2026/07/14,21:30:18,電光石火,k-k,69.5,1着,第一試合,49500,P0034
2026,Aリーグ,レギュラー, 350 ,2026/07/14,21:30:18,最強位ズ,ねこます,6.0,2着,,26000,P0155
2026,Aリーグ,レギュラー, 350 ,2026/07/14,21:30:18,HIVE,ぽこぽこぽこり,-25.8,3着,,14200,P0179
2026,Aリーグ,レギュラー, 350 ,2026/07/14,21:30:18,ＺＯＯ,サンタマルコ,-49.7,4着,,10300,P0110
2026,Aリーグ,レギュラー, 351 ,2026/07/14,21:34:55,MJ東京,J,55.8,1着,第一試合,35800,P0032
2026,Aリーグ,レギュラー, 351 ,2026/07/14,21:34:55,MJAC愛好会,教室生 ユウ,7.0,2着,,27000,P0248
2026,Aリーグ,レギュラー, 351 ,2026/07/14,21:34:55,レッドリボン軍,カオス,-13.8,3着,,26200,P0089
2026,Aリーグ,レギュラー, 351 ,2026/07/14,21:34:55,enjoyすればイイ雀！,銀河,-49.0,4着,,11000,P0253
2026,Aリーグ,レギュラー, 352 ,2026/07/14,21:46:46,SILVER WOLVES,店長倍損の上司,79.4,1着,第一試合,59400,P0302
2026,Aリーグ,レギュラー, 352 ,2026/07/14,21:46:46,武装,ツナマヨ,13.9,2着,,33900,P0138
2026,Aリーグ,レギュラー, 352 ,2026/07/14,21:46:46,SSブルーバーズ,おむ,-20.4,3着,,19600,P0086
2026,Aリーグ,レギュラー, 352 ,2026/07/14,21:46:46,たちこまーず,たちこま,-72.9,4着,,-12900,P0134
2026,Bリーグ,レギュラー, 353 ,2026/07/14,21:49:44,Vertice,フィーレン,67.0,1着,第一試合,47000,P0164
2026,Bリーグ,レギュラー, 353 ,2026/07/14,21:49:44,チートイズ,あすてる,12.9,2着,,32900,P0067
2026,Bリーグ,レギュラー, 353 ,2026/07/14,21:49:44,さわやかMJ野郎の会,黒太郎@SMY会,-29.7,3着,,10300,P0260
2026,Bリーグ,レギュラー, 353 ,2026/07/14,21:49:44,IRU,？？？？？,-50.2,4着,,9800,P0001
2026,Bリーグ,レギュラー, 354 ,2026/07/14,21:53:17,La vie en Rose,なほみん,56.9,1着,第一試合,36900,P0153
2026,Bリーグ,レギュラー, 354 ,2026/07/14,21:53:17,Brave Revengers,仇森龍,10.5,2着,,30500,P0245
2026,Bリーグ,レギュラー, 354 ,2026/07/14,21:53:17,楽しめばイイ雀,nana.jo,-21.0,3着,,19000,P0045
2026,Bリーグ,レギュラー, 354 ,2026/07/14,21:53:17,他力本願寺,YOU太郎,-46.4,4着,,13600,P0064
2026,Bリーグ,レギュラー, 355 ,2026/07/14,22:35:42,おたまーず,鰤トニー,63.8,1着,第二試合,43800,P0326
2026,Bリーグ,レギュラー, 355 ,2026/07/14,22:35:42,教室生☆KSC,Anmi,21.3,2着,,41300,P0016
2026,Bリーグ,レギュラー, 355 ,2026/07/14,22:35:42,Team MJ lovers,小林宏康,-16.1,3着,,23900,P0275
2026,Bリーグ,レギュラー, 355 ,2026/07/14,22:35:42,TEAM AJITO,神田大行,-69.0,4着,,-9000,P0282
2026,Aリーグ,レギュラー, 356 ,2026/07/14,22:37:01,武装,赤哲,69.5,1着,第二試合,49500,P0288
2026,Aリーグ,レギュラー, 356 ,2026/07/14,22:37:01,SILVER WOLVES,田口淳之介,8.9,2着,,28900,P0269
2026,Aリーグ,レギュラー, 356 ,2026/07/14,22:37:01,SSブルーバーズ,ポテト吉野,-27.5,3着,,12500,P0181
2026,Aリーグ,レギュラー, 356 ,2026/07/14,22:37:01,たちこまーず,シクラメン富男,-50.9,4着,,9100,P0113
2026,Aリーグ,レギュラー, 357 ,2026/07/14,22:38:57,HIVE,せいたろう,66.0,1着,第二試合,46000,P0122
2026,Aリーグ,レギュラー, 357 ,2026/07/14,22:38:57,電光石火,どっち？弾平,19.9,2着,,39900,P0143
2026,Aリーグ,レギュラー, 357 ,2026/07/14,22:38:57,最強位ズ,ブ茶ラティ,-30.9,3着,,9100,P0171
2026,Aリーグ,レギュラー, 357 ,2026/07/14,22:38:57,ＺＯＯ,0rb 01,-55.0,4着,,5000,P0012
2026,Aリーグ,レギュラー, 358 ,2026/07/14,22:40:12,MJ東京,aimoni,63.3,1着,第二試合,43300,P0015
2026,Aリーグ,レギュラー, 358 ,2026/07/14,22:40:12,MJAC愛好会,冬のミルク,0.2,2着,,20200,P0304
2026,Aリーグ,レギュラー, 358 ,2026/07/14,22:40:12,enjoyすればイイ雀！,ブロッケンG,-21.6,3着,,18400,P0170
2026,Aリーグ,レギュラー, 358 ,2026/07/14,22:40:12,レッドリボン軍,なおすけ,-41.9,4着,,18100,P0150
2026,Bリーグ,レギュラー, 359 ,2026/07/14,22:40:52,Brave Revengers,ペン,61.9,1着,第二試合,41900,P0175
2026,Bリーグ,レギュラー, 359 ,2026/07/14,22:40:52,楽しめばイイ雀,くすだま,8.4,2着,,28400,P0098
2026,Bリーグ,レギュラー, 359 ,2026/07/14,22:40:52,La vie en Rose,３１０７,-24.2,3着,,15800,P0013
2026,Bリーグ,レギュラー, 359 ,2026/07/14,22:40:52,他力本願寺,まんまるきや,-46.1,4着,,13900,P0191
2026,Bリーグ,レギュラー, 360 ,2026/07/14,23:31:07,IRU,shige,59.9,1着,第二試合,39900,P0056
2026,Bリーグ,レギュラー, 360 ,2026/07/14,23:31:07,チートイズ,014のりたま,19.2,2着,,39200,P0011
2026,Bリーグ,レギュラー, 360 ,2026/07/14,23:31:07,さわやかMJ野郎の会,Blue-K18,-12.9,3着,,27100,P0018
2026,Bリーグ,レギュラー, 360 ,2026/07/14,23:31:07,Vertice,ゆうー,-66.2,4着,,-6200,P0203
2026,Bリーグ,レギュラー, 361 ,2026/07/16,21:27:48,Vertice,フィーレン,57.9,1着,第一試合,37900,P0164
2026,Bリーグ,レギュラー, 361 ,2026/07/16,21:27:48,他力本願寺,桐生れいか,4.2,2着,,24200,P0252
2026,Bリーグ,レギュラー, 361 ,2026/07/16,21:27:48,おたまーず,エイデン二号機,-18.1,3着,,21900,P0075
2026,Bリーグ,レギュラー, 361 ,2026/07/16,21:27:48,IRU,猪突猛進男,-44.0,4着,,16000,P0299
2026,Bリーグ,レギュラー, 362 ,2026/07/16,21:35:30,チートイズ,dia,64.0,1着,第一試合,44000,P0023
2026,Bリーグ,レギュラー, 362 ,2026/07/16,21:35:30,教室生☆KSC,青ヒゲ危機一髪,18.0,2着,,38000,P0283
2026,Bリーグ,レギュラー, 362 ,2026/07/16,21:35:30,Team MJ lovers,喜多剛士@μ,-16.0,3着,,24000,P0241
2026,Bリーグ,レギュラー, 362 ,2026/07/16,21:35:30,楽しめばイイ雀,捜査一課長,-66.0,4着,,-6000,P0292
2026,Aリーグ,レギュラー, 363 ,2026/07/16,21:45:20,レッドリボン軍,くまさぶろー,82.4,1着,第一試合,62400,P0100
2026,Aリーグ,レギュラー, 363 ,2026/07/16,21:45:20,たちこまーず,ミズゴロウ♂,16.9,2着,,36900,P0193
2026,Aリーグ,レギュラー, 363 ,2026/07/16,21:45:20,武装,アベキング,-18.2,3着,,21800,P0070
2026,Aリーグ,レギュラー, 363 ,2026/07/16,21:45:20,電光石火,ミッキー柳井,-81.1,4着,,-21100,P0194
2026,Aリーグ,レギュラー, 364 ,2026/07/16,21:49:56,SSブルーバーズ,Hara,67.3,1着,第一試合,47300,P0029
2026,Aリーグ,レギュラー, 364 ,2026/07/16,21:49:56,ＺＯＯ,サンタマルコ,8.9,2着,,28900,P0110
2026,Aリーグ,レギュラー, 364 ,2026/07/16,21:49:56,enjoyすればイイ雀！,Blush,-25.4,3着,,14600,P0019
2026,Aリーグ,レギュラー, 364 ,2026/07/16,21:49:56,MJAC愛好会,つかぴー,-50.8,4着,,9200,P0137
2026,Bリーグ,レギュラー, 365 ,2026/07/16,21:51:50,さわやかMJ野郎の会,はなびん,75.9,1着,第一試合,55900,P0159
2026,Bリーグ,レギュラー, 365 ,2026/07/16,21:51:50,La vie en Rose,まんまる,2.7,2着,,22700,P0190
2026,Bリーグ,レギュラー, 365 ,2026/07/16,21:51:50,TEAM AJITO,支援紳士,-22.2,3着,,17800,P0265
2026,Bリーグ,レギュラー, 365 ,2026/07/16,21:51:50,Brave Revengers,りきまーる,-56.4,4着,,3600,P0214
2026,Aリーグ,レギュラー, 366 ,2026/07/16,21:53:59,MJ東京,えんがわ,76.9,1着,第一試合,56900,P0078
2026,Aリーグ,レギュラー, 366 ,2026/07/16,21:53:59,最強位ズ,Hiromu,5.7,2着,,25700,P0030
2026,Aリーグ,レギュラー, 366 ,2026/07/16,21:53:59,SILVER WOLVES,まーくん RMU,-29.8,3着,,10200,P0184
2026,Aリーグ,レギュラー, 366 ,2026/07/16,21:53:59,HIVE,カルア,-52.8,4着,,7200,P0093
2026,Bリーグ,レギュラー, 367 ,2026/07/16,22:24:46,おたまーず,鰤トニー,81.2,1着,第二試合,61200,P0326
2026,Bリーグ,レギュラー, 367 ,2026/07/16,22:24:46,IRU,蒼,4.4,2着,,24400,P0293
2026,Bリーグ,レギュラー, 367 ,2026/07/16,22:24:46,Vertice,フィーレン,-25.6,3着,,14400,P0164
2026,Bリーグ,レギュラー, 367 ,2026/07/16,22:24:46,他力本願寺,とり,-60.0,4着,,0,P0148
2026,Aリーグ,レギュラー, 368 ,2026/07/16,22:24:49,たちこまーず,まぽぽ,59.9,1着,第二試合,39900,P0188
2026,Aリーグ,レギュラー, 368 ,2026/07/16,22:24:49,電光石火,けっけ,12.7,2着,,32700,P0102
2026,Aリーグ,レギュラー, 368 ,2026/07/16,22:24:49,武装,フィクション,-22.8,3着,,17200,P0165
2026,Aリーグ,レギュラー, 368 ,2026/07/16,22:24:49,レッドリボン軍,くまさぶろー,-49.8,4着,,10200,P0100
2026,Bリーグ,レギュラー, 369 ,2026/07/16,22:25:52,TEAM AJITO,TOM,57.3,1着,第二試合,37300,P0057
2026,Bリーグ,レギュラー, 369 ,2026/07/16,22:25:52,Brave Revengers,サブ垢先輩,10.1,2着,,30100,P0109
2026,Bリーグ,レギュラー, 369 ,2026/07/16,22:25:52,さわやかMJ野郎の会,海賊王,-16.7,3着,,23300,P0238
2026,Bリーグ,レギュラー, 369 ,2026/07/16,22:25:52,La vie en Rose,３１０７,-50.7,4着,,9300,P0013
2026,Aリーグ,レギュラー, 370 ,2026/07/16,22:31:43,MJAC愛好会,亜空間コツボー,49.8,1着,第二試合,29800,P0227
2026,Aリーグ,レギュラー, 370 ,2026/07/16,22:31:43,enjoyすればイイ雀！,みや,6.7,2着,,26700,P0195
2026,Aリーグ,レギュラー, 370 ,2026/07/16,22:31:43,ＺＯＯ,ご飯にバター,-17.4,3着,,22600,P0106
2026,Aリーグ,レギュラー, 370 ,2026/07/16,22:31:43,SSブルーバーズ,鈴木正道,-39.1,4着,,20900,P0004
2026,Bリーグ,レギュラー, 371 ,2026/07/16,22:38:20,教室生☆KSC,悠紀子,61.9,1着,第二試合,41900,P0318
2026,Bリーグ,レギュラー, 371 ,2026/07/16,22:38:20,チートイズ,あすてる,9.8,2着,,29800,P0067
2026,Bリーグ,レギュラー, 371 ,2026/07/16,22:38:20,Team MJ lovers,μゆぅちゃん,-24.5,3着,,15500,P0327
